quarter,courseId,title,dept_code,description,subject_area,obj_level,college,units,instruction_type1,online_course
20244,INT     190MB,SENIOR SEM/MCNAIR,INT  ,"Students gain familiarity with the key elements of the graduate school application process, apply to selected graduate schools, engage in collaborative   reading and writing, and prepare research for presentation at academic and   professional meetings.",INT     ,U,L&S,2,LEC,FALSE
20244,INT     191G ,EAP GLBL INTERNSHIP,INT  ,"This internship will give students an opportunity to work with the UCSB Edu cation Abroad Program office, a very successful campus unit in charge of in ternational education. Students will receive hands-on professionalization e xperience, and at the same time they will be able to reflect critically abo ut their own experience in international education, also as a way to help o ther students.",INT     ,U,L&S,3,FLD,FALSE
20244,INT     191I ,ACAD AFFRS INTRNSHP,INT  ,"The Academic Affairs Internship provides an opportunity for undergraduate students to develop professional skills while also learning about careers in higher education administration, including opportunities here on the UC Santa Barbara campus. The internship focuses on the development of professional, administrative, and leadership skills. Two unique components of this program are the moderated panels and networking events with current staff, as well as Q+A sessions with campus senior officers and administrators. Internship participants will also receive mentorship from staff in addition to completing a group project.",INT     ,U,L&S,2,FLD,FALSE
20244,INT     192DC,WASH CTR INTERNSHIP,L&S  ,Courses designed for students to obtain credit for internship while at the Washington Center.,INT     ,U,L&S,NA,FLD,FALSE
20244,INT     194NP,AII PROSEMINAR,INT  ,"This pro-seminar is focused on American Indian and Indigenous Studies. Taug ht in tandem with the graduate course, INT 594NP, this seminar includes nar rative, film, poetry, visual arts, and theory. Since the syllabus content c hanges every quarter, this seminar can be taken multiple times and is desig ned to count for the AIIS Minor. Our community is inclusive and welcomes en gaged discussion.",INT     ,U,L&S,4,SEM,FALSE
20244,INT     197HC,HONORS CONTRACT,INT  ,Coursework shall consist of academic research supervised by a faculty membe r to deepen and broaden the student's experience in an upper division cours e in which the student is concurrently enrolled.,INT     ,U,L&S,NA,TUT,FALSE
20244,INT     199DC,WASH CTR INDEP RES,INT  ,Independent research for those enrolled in the Washington Center. Enrolled students will complete a research project related to the students' internship and   drawing on the special resources of the Washington area.,INT     ,U,L&S,NA,TUT,FALSE
20244,INT     201HT,HIST&THEORY PUB HUM,INT  ,"Introduces institutional histories, theoretical and philosophical underpinn ings and diverse pedagogies associated with the field of public humanities. The two areas that comprise the field, public scholarship and community-en gaged humanities, are considered through reading and discussion of texts fo cused on questions of the public sphere, civic responsibility, communicatio n, and community engagement. This graduate seminar will meet once per week.",INT     ,G,L&S,4,SEM,FALSE
20244,INT     594AB,ANCIENT BORDERLANDS,INT  ,"In-depth consideration of interdisciplinary humanistic topics, issues, and concerns through tutorial format. Students may affiliate with Interdisciplinary Humanities Center's Research Focus Groups (www.ihc.ucsb.edu/research).",INT     ,G,L&S,NA,SEM,FALSE
20244,INT     594CJ,CLIMATE JUSTICE,INT  ,"This seminar is part of a year-long work-in-progress workshop that invites UCSB graduate students in any discipline whose work is engaged with critica l humanistic perspectives on Climate Justice/Environmental Justice to parti cipate in presentations and discussion of related ongoing research. The sem inar meets 2-3 times per quarter and the meeting schedule will be set early in the quarter based on the availability of participants. For more informat tion, contact the course instructor.",INT     ,G,L&S,NA,SEM,FALSE
20244,INT     594EJ,ENERGY JUSTICE,INT  ,Workshop to support research and publication in critical topics related to energy justice. For more information contact the instructor.,INT     ,G,L&S,2,SEM,FALSE
20244,INT     594MT,MEDIA THEORY,INT  ,"This workshop is a graduate student driven initiative to foster critical re search on theories of media and techniques in the wake of postcolonial & en vironmental humanities. By resituating/restructuring theories of media and techniques in the context of postcolonial and environmental humanities, it pursues two goals: 1. to discuss the potentials and shortcomings of existin g theoretical frameworks of media and techniques in the context of postcolo nial and environmental humanities research projects in order to sharpen the theoretical framework, and 2. to foster future graduate and faculty collab orations across departments and programs at the intersection of media theor y, postcolonial, and environmental studies.",INT     ,G,L&S,3,SEM,FALSE
20244,INT     594NP,NAT AM & INDIG ST,INT  ,"An introduction to the interdisciplinary field of Native American Studies. The   course familiarizes students with the variety of disciplinary approaches to   Native American Studies (Religious Studies, Chicano Studies, Anthropology,   History, Literary Studies, etc.). More importantly, the course seeks to create   an understanding of Indigenous theories and methodologies that transcend   disciplinary boundaries and that are derived from an Indigenous and non-western   epistemology.",INT     ,G,L&S,NA,SEM,FALSE
20244,INT     594ST,SELECTED TOPICS,INT  ,"In-depth consideration of interdisciplinary humanistic topics, issues, and concerns through tutorial format. Students may affiliate with Interdisciplinary Humanities Center's Research Focus Groups (www.ihc.ucsb.edu/research). Topic is Selected Topics.",INT     ,G,L&S,1,SEM,FALSE
20244,ITAL      1  ,ELEMENTARY ITALIAN,FR&IT,"Introduction to the most basic elements of Italian grammar. Articles, adjec tives, gender. Verbs in the present tense.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      1HY,ELEM ITAL 1 HYBRID,FR&IT,"Beginning Italian in areas of grammar and basic language skills. Face-to-fa ce classroom contact combined with online work. ITAL 1HY, ITAL 2HY, and ITA L 3HY form a three-course series equivalent to ITAL 1, 2, & 3, Elementary I talian series.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      2  ,ELEMENTARY ITALIAN,FR&IT,Logical continuation of Italian 1. Direct and indirect pronouns. Verbs in t he past tense and the imperfect. Emphasis on the correct writing and speaki ng of Italian.,ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      2HY,ELEM ITAL 2 HYBRID,FR&IT,"Continuation of ITAL 1HY in areas of grammar and basic language skills. Fac e-to-face classroom contact combined with online work. ITAL 1HY, 2HY, and 3 HY form a three-course series equivalent to the ITAL 1, 2, and 3 or ITAL 16 A and 16B Elementary Italian series.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      3  ,ELEMENTARY ITALIAN,FR&IT,"Continuation of Italian 2. Verbs in the future, conditional. Introduction t o subjunctive. Further emphasis on the correct writing and speaking of Ital ian.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      3HY,ELEM ITAL 3 HYBRID,FR&IT,"Continuation of ITAL 2HY in areas of grammar and basic language skills. Fac e-to-face classroom contact combined with online work. ITAL 1HY, 2HY, and 3 HY form a three-course series equivalent to ITAL 1, 2, and 3 or ITAL 16A an d 16B, Elementary Italian series.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      4  ,INTERMED ITALIAN,FR&IT,"Intended to develop the linguistic skills of students who have completed the first year. Review of basic grammar structures with emphasis on exceptions, enrichment of vocabulary, reading comprehension, and discussion of modern short stories. In Italian.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL      8A ,ITAL CONVERSATION,FR&IT,Improves comprehension and conversational skills through the discussion of contemporary issues selected by the instructor.,ITAL    ,U,L&S,2,DIS,FALSE
20244,ITAL     16A ,ITAL 16A,FR&IT,"Intensive introductory course sequence on the fundamentals   of speaking, reading, writing, and comprehending Italian,   with an emphasis on structural similarities between Italian   and Spanish. This 2-course sequence covers the first full   year of Italian.",ITAL    ,U,L&S,5,LEC,FALSE
20244,ITAL     20X ,ITALIAN CULTURE,FR&IT,"A sweeping inquiry into Italian culture, from its origins to its current tr ends. Exploration of the media, sports, gastronomy, art, music, politics, l anguage, regional and ethnic identity, sexuality, the family, and urban lif e. Taught in English.",ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    101  ,ADV ITAL READ/WRITE,FR&IT,(Taught in Italian) Focused on literary texts and movies. Students are expected to do oral presentations and write original compositions in Italian.,ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    119A ,ART OF TRANSLATION,FR&IT,(Taught in Italian) An intensive workshop exploring the theory and practice of translation. Students work at translating literary texts from Italian t o English and vice versa.,ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    119B ,ITAL CULTURAL TRANS,FR&IT,"(Taught in Italian) Focuses on forms of cultural translation between Italy and America. Examples of these translations: American travelers in Italy to nineteenth-century translators of Dante, from emigrant culture to the mafi a to the 'spaghetti' western to Italian hip-hop.",ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    124X ,ITALIAN THEATRE,FR&IT,A study of the most important Italian theatrical texts and practices from t he Renaissance comedy and the commedia dell'arte to contemporary works for the stage. In English.,ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    130X ,HOLOCAUST IN ITALY,FR&IT,"Through readings of memoir, fiction, and film, this course investigates the fate of Jews under the Italian Fascists of Benito Mussolini (1922-1945). T opics include Fascism, Communism, anti-Semitism, Italian cooperation with t he Nazis, the Catholic Church, the Resistance Movement, deportations and ex termination camps, and individual / collective memory after World War II. S tudents will be exposed to great literary and cinematographic works and thr ough them develop a thorough understanding of this pivotal period in modern Italian history.",ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    139FX,GASTRONOMIC ITALY,FR&IT,(Taught in English) Focused on the transnational spread of the Italian Gast ronomy.,ITAL    ,U,L&S,4,LEC,FALSE
20244,ITAL    195H ,HONORS INDEPEN STDS,FR&IT,Individual investigations in literary and related fields to   Italian Studi es in fulfillment of senior honors thesis.   Limited to honors students onl y.,ITAL    ,U,L&S,4,TUT,FALSE
20244,ITAL    199  ,INDEPENDENT STUDIES,FR&IT,Individual investigations in literary fields.,ITAL    ,U,L&S,NA,TUT,FALSE
20244,ITAL    199RA,INDEPENDEN RESEARCH,FR&IT,"Independent research, under the supervision of a consenting faculty member.",ITAL    ,U,L&S,NA,TUT,FALSE
20244,ITAL    500  ,APPRENTICE TEACHING,FR&IT,"Supervised teaching of lower-division Italian courses.  Includes orientation workshop, weekly meetings with supervisor, preparation and correction of examinations, preparations of discussion sections, class observations.",ITAL    ,G,L&S,4,SEM,FALSE
20244,ITAL    596  ,DIRECTED READING,FR&IT,Individual tutorial.,ITAL    ,G,L&S,NA,TUT,FALSE
20244,JAPAN     1  ,FIRST YR JAPANESE I,EALCS,"An introduction to modern Japanese. Students will develop   basic communicative skills based on the fundamentals of   grammar, vocabulary, and conversational expressions. Emphasis on both oral-  aural proficiency andwriting-reading skills. Introduction to Hiragana and   Katakana syllabaries, and Kanji.",JAPAN   ,U,L&S,5,DIS,FALSE
20244,JAPAN     4  ,SECND YR JAPANESE,EALCS,"Continuation of Japanese 3. Course emphasizes the further development of bo th oral-aural   proficiency and reading-writing skills with an intensive re view of basic grammar as well   as an introduction to more advanced grammar , vocabulary, and Kanji.",JAPAN   ,U,L&S,5,DIS,FALSE
20244,JAPAN    73  ,INTRO JAPAN RELIG,EALCS,"A survey of the main authors, themes, and styles of the Japanese religious and philosophical traditions through readings from and analysis of some significant and influential original texts in English translation.",JAPAN   ,U,L&S,5,LEC,FALSE
20244,JAPAN   111  ,JPN FOLKLORE,EALCS,"Introduction to Japanese folklore and folklore studies.  Concepts, categori es, and methodologies of folklore studies will be applied to the narrative, life cycle, and material forms of Japanese folklore.  Course also examines motives and aims of Japanese folklorists over time.",JAPAN   ,U,L&S,4,LEC,FALSE
20244,JAPAN   120A ,THIRD-YEAR JAPANESE,EALCS,"Develops an intermediate to advanced level of aural-oral   skills to carry on conversations on diverse topics with   linguistic accuracy and cultural appropriateness, reading   skills to comprehend authentic materials, and wr iting skills   with grammatical accuracy and an increasing number of Kanji.",JAPAN   ,U,L&S,4,LEC,FALSE
20244,JAPAN   144  ,ADV JPN READING I,EALCS,Designed to further develop skills in reading by focusing on analysis of Ja panese sentence structure.,JAPAN   ,U,L&S,4,LEC,FALSE
20244,JAPAN   175B ,SHINTO TEXTS,EALCS,"This course explores the diversity of the Shinto tradition through an analysis of representative original texts in English translation ranging from ancient mythology (Kojiki, Nihon shoki, and Fudoki) and medieval syncretic discourses, to modern forms of Shinto nationalism.",JAPAN   ,U,L&S,4,LEC,FALSE
20244,JAPAN   181  ,CLASSICAL JAPANESE,EALCS,"Introduction to classical Japanese grammar, vocabulary, and major genres. F oundation for the study of premodern through prewar texts. Prerequisite for JAPAN 183.",JAPAN   ,U,L&S,4,LEC,FALSE
20244,JAPAN   198  ,READINGS IN JAPAN,EALCS,Guided reading in Japanese on a subject not covered in the regularly offered courses.,JAPAN   ,U,L&S,NA,TUT,FALSE
20244,JAPAN   199  ,INDEPENDENT STUDIES,EALCS,Individual investigations in literary fields.,JAPAN   ,U,L&S,NA,TUT,FALSE
20244,JAPAN   199RA,INDEP RESEARCH ASST,EALCS,Faculty supervised research.,JAPAN   ,U,L&S,NA,TUT,FALSE
20244,JAPAN   201  ,SELECTED TEXTS,EALCS,Course will center on readings of japanese texts type and period to depend on needs of students and wishes of instructor. Research methods to be taught as appropriate.,JAPAN   ,G,L&S,NA,SEM,FALSE
20244,JAPAN   287J ,JAPAN COLLOQUIUM,EALCS,"This year-long interdisciplinary colloquium brings together   graduate students who study Japanese history and culture. It   introduces current scholarship on Japan via readings,   discussions and presentations by visiting scholars, UCSB   scholars and graduate students. The colloquium meets bi-  weekly. Students will prepare readings for discussion, write on seminar-length paper and present their paper to the   colloquium once during the year.",JAPAN   ,G,L&S,NA,COL,FALSE
20244,JAPAN   596  ,DIR READ & RESEARCH,EALCS,Individual tutorial. A written proposal for each tutorial must be approved by department chair and filed with graduate division.,JAPAN   ,G,L&S,NA,TUT,FALSE
20244,JAPAN   597  ,PREP FOR COMP EXAMS,EALCS,Study for master's comprehensive examinations and Ph.D examinations.,JAPAN   ,G,L&S,NA,TUT,FALSE
20244,JAPAN   598  ,MASTERS THESIS RES,EALCS,For research underlying the thesis writing the thesis. Instructor should be the chair of the student's thesis committee.,JAPAN   ,G,L&S,NA,TUT,FALSE
20244,JAPAN   599  ,PH D DISS PREP,EALCS,Terminal preparation of the dissertation.,JAPAN   ,G,L&S,NA,TUT,FALSE
20244,KOR       1  ,FIRST YEAR KOR 1,EALCS,"The beginning course in Korean. The student acquires a basic knowledge of t he grammar, a limited general vocabulary, correct pronunciation, and an abi lity to read and understand simple texts. Weekly laboratory assignments sup port and enhance classroom learning.",KOR     ,U,L&S,5,LAB,FALSE
20244,KOR       4  ,SECOND YEAR KOR 4,EALCS,Continuation of Korean 3.,KOR     ,U,L&S,5,LAB,FALSE
20244,KOR     152  ,PROTEST CULTR S KOR,EALCS,"This course engages with diverse media-literature, music, film, digital med ia-to explore how culture is mobilized as an active site of protest in Sout h Korea. All reading, viewing, and listening material will be available in English translation.",KOR     ,U,L&S,4,LEC,FALSE
20244,KOR     153  ,POP CULTURE KOREA,EALCS,"This course engages with diverse media—literature, music, film, digital med ia—as active sites of cultural production, distribution, and consumption in modern and contemporary Korea. All reading, viewing, and listening materia l will be available in English translation.",KOR     ,U,L&S,4,LEC,FALSE
20244,KOR     199  ,INDEPENDENT STUDIES,EALCS,Individual investigations in literary fields.,KOR     ,U,L&S,NA,TUT,FALSE
20244,LATIN     1  ,ELEMENTARY LATIN,CLASS,"The beginning course in classical Latin, and first in a three-  quarter sequence introducing fundamentals of grammar, syntax,   and reading skills. Concepts taught using written exercises.   Interesting aspects of Ancient Roman society are introduced.",LATIN   ,U,L&S,5,LEC,FALSE
20244,LATIN   100  ,INTRO LATIN PROSE,CLASS,"Reading and analysis of various Latin prose authors to develop reading skills and introduce study of the style and thought of historical, rhetorical and/or philosophical writers.",LATIN   ,U,L&S,4,LEC,FALSE
20244,LATIN   103  ,MEDIEVAL LATIN,CLASS,Graded and selected reading and study of medieval Latin prose and verse writers.,LATIN   ,U,L&S,4,LEC,FALSE
20244,LATIN   123  ,TACITUS,CLASS,"Study of portions of one of Tacitus' major histories of the early empire (Annales, Historieae), or of the shorter works (Agricola, Dialogus, Germania). Translation; discussion of philological, stylistic, literary, and historical points.",LATIN   ,U,L&S,4,LEC,FALSE
20244,LATIN   199  ,INDEPENDENT STUDIES,CLASS,Independent investigations in Latin language and literature.,LATIN   ,U,L&S,NA,TUT,FALSE
20244,LATIN   200  ,INTRO LTN PROSE,CLASS,"Reading and analysis of various Latin prose authors to develop reading skil ls and introduce study of the style and thought of historical, rhetorical a nd/or philosophical writers.",LATIN   ,G,L&S,4,LEC,FALSE
20244,LATIN   223  ,TACITUS,CLASS,"Advanced study of portions of one of Tacitus' major histories of the early Empire (Annales, Historiae), or of the shorter works (Agricola, Dialogus, Germania). Translation; discussion of philological, stylistic, literary, and historical points; introduction to current scholarship.",LATIN   ,G,L&S,4,SEM,FALSE
20244,LATIN   596  ,DIR READ & RESEARCH,CLASS,Individual Tutorial.,LATIN   ,G,L&S,NA,TUT,FALSE
20244,LATIN   598  ,MA RESEARCH & PREP,CLASS,Independent research.,LATIN   ,G,L&S,NA,TUT,FALSE
20244,LATIN   599  ,PH D DISS PREP,CLASS,Terminal preparation of the dissertation.,LATIN   ,G,L&S,NA,TUT,FALSE
20244,LAIS    100  ,INTRO TO LAIS,LAIS ,Designed to acquaint students with current research on the main areas of La tin American and Iberian Studies.,LAIS    ,U,L&S,4,LEC,FALSE
20244,LAIS    100H ,INTRO LAIS HONORS,LAIS ,Eligible students are invited to enroll in the honors seminar which is generally taught by the course instructor.,LAIS    ,U,L&S,1,DIS,FALSE
20244,LAIS    103  ,"MEDIA,CULTR,SOC LA",LAIS ,"Introduces students to Latin American theories, practices and representati ons about the media, analyzing from a cross-cultural and comparative perspe ctive various cultural productions of the Spanish-speaking world that cross the domains of word, image, and sound.",LAIS    ,U,L&S,4,LEC,FALSE
20244,LAIS    145  ,SPAN FOR HEALTHCARE,LAIS ,Designed for students interested in expanding and applying their knowledge of Spanish to the medical field. Students will learn and apply targeted voc abulary/grammar and develop bicultural/bilingual competency of healthcare i ssues in Hispanic countries and the US.,LAIS    ,U,L&S,4,LEC,FALSE
20244,LAIS    195A ,SENIOR HONRS THESIS,LAIS ,Individual study with the advisor for the purpose of writing a major interd isciplinary research paper on a topic of sufficient depth and sophisticatio n.,LAIS    ,U,L&S,NA,TUT,FALSE
20244,LAIS    195B ,SENIOR HONRS THESIS,LAIS ,Individual study with the advisor for the purpose of writing a major interd isciplinary research paper on a topic of sufficient depth and sophisticatio n.,LAIS    ,U,L&S,4,TUT,FALSE
20244,LAIS    199  ,INDEPENDENT STUDIES,LAIS ,Independent studies in the LAIS department.,LAIS    ,U,L&S,NA,TUT,FALSE
20244,LAIS    596  ,DIR READ & RESCH,LAIS ,Individual independent study which could include work with EAP.  A written proposal for each tutorial must be approved by student's program adviser and by the department chair. The number of units that a student may take depends on the nature of the program and the consent of the adviser or the graduate committee.,LAIS    ,G,L&S,NA,TUT,FALSE
20244,LAIS    598  ,MASTER'S THESIS,LAIS ,Only for research and writing of the thesis under the direction of a faculty member in the program and with the approval of the chair.,LAIS    ,G,L&S,NA,TUT,FALSE
20244,LING      2G ,INT GRAD WRITING,LING ,"Provides instruction for students needing to improve accuracy and fluency i n written academic English.  Emphasizes grammar, vocabulary and patterns of organization relevant to academic writing at the graduate level.",LING    ,U,L&S,4,LEC,FALSE
20244,LING      3A ,AC ENGL,LING ,"First of three levels intended to develop proficiency in university-level reading and writing.  Emphasizes applying   critical approaches to reading, practicing writing in a   variety of academic styles, and developing grammatical and   lexical resources appropriate to a university setting.",LING    ,U,L&S,4,LEC,FALSE
20244,LING      3B ,AC ENGL,LING ,"Second level in a three-course series intended to develop   proficiency in university-level reading and writing.   Emphasizes applying critical approaches to reading, practicing writing in a variety of academic styles, and developing grammatical and lexical resources appropriate to a university setting.",LING    ,U,L&S,4,LEC,FALSE
20244,LING      3C ,AC ENGL,LING ,"Third level in a three-course series intended to develop   proficiency in u niversity-level reading and writing.   Emphasizes applying critical approac hes to reading,   practicing writing in a variety of academic styles, and developing grammatical and lexical resources appropriate to   a university setting.",LING    ,U,L&S,4,LEC,FALSE
20244,LING      4  ,INDIV & GRP INSTRUC,LING ,Designed for focused instruction in oral and written academic English. Enrollment by instructor consent.  Preference given to students at advanced proficiency levels.,LING    ,U,L&S,NA,TUT,FALSE
20244,LING      8  ,ORAL COMM INTL,LING ,"Develops oral skills to help multilingual undergraduate   students, especia lly international students, participate in   classroom activities and engag e in campus life. Activities   include group discussions, group presentatio ns, interviews,   and language focus on vocabulary and pronunciation.",LING    ,U,L&S,3,LEC,FALSE
20244,LING     10  ,ACADEMIC READING,LING ,"Focuses on interrelations between reading and writing in academic content a reas across the curriculum. Through engagement with readings in humanities, social sciences and sciences, the course provides essential reading strate gies and skills for developing comprehension, genre awareness, and critical thinking.",LING    ,U,L&S,4,LEC,FALSE
20244,LING     12  ,UNIV WRIT FOR MLING,LING ,"Principles of critical reading, thinking and writing in the   university. S tudents analyze academic discourse, develop   rhetorical strategies for exp osition and argument, practice   examination writing, and write and revise papers. Completion   of C or better meets Entry Level Writing Requirement.",LING    ,U,L&S,5,LEC,FALSE
20244,LING     20  ,LANG & LINGUISTICS,LING ,Introduction to the scientific study of language: The sounds of language; word and sentence structure; semantics and pragmatics; discourse and conversational speech; the social and cultural functions of language; language change and the reconstruction of languages at earlier stages.,LING    ,U,L&S,5,LEC,FALSE
20244,LING     50  ,LANGUAGE AND POWER,LING ,"Examines how social identities and relations (nationality,   class, ethnicity, age, gender) are constructed, maintained,   and challenged  via language practices, policies, and   ideologies. Considers power  dynamics in multiple domains   including everyday interaction,  education, media (advertising, news, film/tv, online), and political    discourse.",LING    ,U,L&S,5,LEC,FALSE
20244,LING     60  ,WORD ORIGINS,LING ,"An introduction to the origin and evolution of words: language families, sound correspondences, and cognates; word-formation and loanwords; changes in meaning and form; etymology; dialectal differences in lexicon; vocabulary as historical and comparative evidence.",LING    ,U,L&S,3,LEC,FALSE
20244,LING     99  ,INDEPENDENT STUDIES,LING ,Intended for the study of special areas within Linguistics.,LING    ,U,L&S,NA,TUT,FALSE
20244,LING    101  ,LINGUISTIC ANALYSIS,LING ,"An introduction to the analytic methodology in the study of phonology, morphology,   syntax, and semantics. A typologically oriented course designed to   demonstrate how   linguists analyze languages.",LING    ,U,L&S,4,LEC,FALSE
20244,LING    102  ,PROGRAM FOR LING,LING ,"Hands-on introduction to programming in Python, with emphasis on methods for retrieving, structuring, and interacting with textual data. Focus on developing practical programming skills and transferable methodology, such as debugging, task decomposition and abstraction, and best practices for documenting and structuring code. Targeted toward students with no programming background.",LING    ,U,L&S,5,LEC,FALSE
20244,LING    106  ,INTRO TO PHONETICS,LING ,An introduction to the articulatory and acoustic properties of speech sound s. Survey of speech sounds found in the languages of the world. Emphasis on ear training and transcription using the International Phonetic Alphabet.,LING    ,U,L&S,4,LEC,FALSE
20244,LING    117  ,DIALECTS OF ENGLISH,LING ,Offers a comprehensive and in-depth survey of regional   dialects of English throughout America and around the world.    Examines dialect variation through both descriptive analysis   as well as socio-historic accounts of the emergence of   particular varieties.,LING    ,U,L&S,4,LEC,FALSE
20244,LING    120  ,CORPUS LING,LING ,An introduction to computerized research methods which are applied to large databases of language used in natural communicative settings to supplement more traditional ways of  linguistic analysis in all linguistic subdiscipl ines.,LING    ,U,L&S,4,LAB,FALSE
20244,LING    129  ,SIGN LING,LING ,"An introduction to the linguistics of sign languages and signing communitie s, including early and current perceptions of deaf people and sign language s. Covers the emergence of sign languages and signing communities as well a s the linguistic structures, sociolinguistic contexts, and acquisition of s ign languages.",LING    ,U,L&S,4,LEC,FALSE
20244,LING    131  ,SOCIOCULT LING,LING ,"The study of language as a social phenomenon, with emphasis on language use   outside the U.S. context. Quantitative and qualitative approaches to regional   and social dialects, register, linguistic power and solidarity, language   contact and change, multilingualism, codeswitching, language shift and loss.",LING    ,U,L&S,4,LEC,FALSE
20244,LING    141  ,2ND LANG AQUISIT,LING ,"An introduction to the theories and principles of how adults   acquire a language other than their mother tongue, why it is   more difficult than acquiring their first language, and what   needs to be learned, from linguistic, psychological and social   perspectives.",LING    ,U,L&S,4,LEC,FALSE
20244,LING    147CS,INTRO TO CSD,LING ,An intro to the field of communication sciences and disorders. This course will bridge lectures to clinical application with guided observation hours. Content may vary.,LING    ,U,L&S,4,LEC,FALSE
20244,LING    181  ,LANG OF THE WORLD,LING ,"Introduction to the languages of the world: Geographical   distribution; ge netic (genealogical) classification,   including comparison with genetics a nd archeology;   structural properties and sociolinguistics of selected   l anguages representing different parts of the world.",LING    ,U,L&S,4,LEC,FALSE
20244,LING    191  ,INTERNSHIP IN LING,LING ,"Internship in a language-related work setting. Students apply concepts, methods, and issues from linguistics to professional contexts in education,   business, government, nonprofit organizations and other fields.",LING    ,U,L&S,NA,FLD,FALSE
20244,LING    193  ,CAPSTONE SEM,LING ,"Original individual or collaborative research, creative, or action project in linguistics, typically taken in conjunction with LING 195 or equivalent. Weekly discussion of work in progress and professional preparation for graduate school in a workshop setting.",LING    ,U,L&S,NA,TUT,FALSE
20244,LING    195A ,HONORS THESIS,LING ,Guided research and writing of an original research paper to meet the requirements of the honors program in Linguistics.,LING    ,U,L&S,NA,TUT,FALSE
20244,LING    195B ,HONORS THESIS,LING ,Guided research and writing of an original research paper to meet the requirements of the honors program in Linguistics.,LING    ,U,L&S,NA,TUT,FALSE
20244,LING    195C ,HONORS THESIS,LING ,Guided research and writing of an original research paper to meet the requirements of the honors program in Linguistics.,LING    ,U,L&S,NA,TUT,FALSE
20244,LING    199  ,INDEPENDENT STUDIES,LING ,Intended for the study of special areas within Linguistics.,LING    ,U,L&S,NA,TUT,FALSE
20244,LING    208  ,FOUND OF COMP LING,LING ,"An introduction to foundational ideas in computational linguistics, such as : n-gram language models; noisy channel models; supervised and unsupervised learning; and distributional semantics. Focus on developing an understandi ng of the intuitions behind the ideas, including relevant algorithms and ma th, and implementing this understanding in hands-on programming application s.",LING    ,G,L&S,4,LEC,FALSE
20244,LING    211  ,EXPER METHOD LING,LING ,"Provides hands-on experience in techniques required for the   process of designing and analyzing psycholinguistic   experiments.  This course provides the opportunity to develop   an experiment, from the formulation of a research question to   the interpretation of results.",LING    ,G,L&S,4,LEC,FALSE
20244,LING    212  ,DISCOURSE TRANSRIPT,LING ,"Methods for transcribing conversational discourse, with focus on discourse features relevant to linguistic and interactional research. Features includ e pause, laughter, intonation, voice, speaker overlap, turn-taking, partici pation, others. Recording natural conversation, computer-assisted transcrip tion, transcription as theory, alternative transcription systems, transcrip tion ethics/politics.",LING    ,G,L&S,4,LEC,FALSE
20244,LING    260  ,ADV LANG CHANGE,LING ,Types of theories of language change. Language families and   subgroups. Internal and comparative reconstruction. The   interpretation of historical records. Dialectology;   sociolinguistic factors in language change and processes of   grammaticization. Ramifications of observed changes for   synchronic theories of language structure.,LING    ,G,L&S,4,LEC,FALSE
20244,LING    271  ,RESEARCH ORIEN,LING ,"Sequence of lectures by faculty of the Linguistics Department and closely related departments, to acquaint new graduate students with current faculty research, and with research directions and resources of the campus.",LING    ,G,L&S,2,LEC,FALSE
20244,LING    272  ,LING COLLOQUIUM,LING ,"Presentations on current topics in linguistics by visiting scholars, faculty, and graduate students.",LING    ,G,L&S,NA,SEM,FALSE
20244,LING    288  ,LANG SOCIALIZATION,LING ,"What is the role of language in the process by which a child   becomes a me mber of a particular culture? Topics include the   acquisition of culture-s pecific ways of talking about   emotions, enacting gender roles, having arg uments and   producing narratives.",LING    ,G,L&S,4,LEC,FALSE
20244,LING    297  ,GRADUATE STUDIES,LING ,Graduate credit given for an upper-division course with additional work at the graduate level.,LING    ,G,L&S,4,LEC,FALSE
20244,LING    500  ,TA PRACTICUM,LING ,Supervised teaching of undergraduate linguistics courses and instruction-re lated activities.,LING    ,G,L&S,NA,SEM,FALSE
20244,LING    505  ,TEACH ASST SEMINAR,LING ,Covers development of teaching techniques.,LING    ,G,L&S,NA,SEM,FALSE
20244,LING    591  ,RESEARCH IN LING,LING ,Research under the direction of a faculty member(s).,LING    ,G,L&S,NA,LAB,FALSE
20244,LING    592  ,WRITING IN LING,LING ,Academic writing for publication in scholarly journals in   linguistics.  I ndividualized meetings and/or small-group   workshop format.,LING    ,G,L&S,NA,TUT,FALSE
20244,LING    594  ,GRP STUDIES IN LING,LING ,Limited to small groups whose interest and needs determine the central focus.,LING    ,G,L&S,NA,LEC,FALSE
